"","taxId","gi","species","superkingdom","kingdom","phylum","class","order","family","genus","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"1","1026939","658384373","Amorbia concavana","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Tortricidae","Amorbia","KJ657687.1",254,0,3,294,319,547,525,294,547
"2","1028344","1786521606","Leptocybe invasa","Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Eulophidae","Leptocybe","MN524231.1",248,0,2,349,374,596,574,349,596
"3","1040513","1786708375","Lasioglossum veronicae","Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum","MH320175.1",254,0,3,320,345,573,551,320,573
"4","1052002","1377569961","Turbanella hyalina","Eukaryota","Metazoa","Gastrotricha","Unassigned","Macrodasyida","Turbanellidae","Turbanella","KY778261.1",278,0,3,336,361,613,591,336,613
"5","107002","529405510","Fraus simulans","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Hepialidae","Fraus","KF394893.1",254,0,2,68,93,321,299,68,321
"6","1086784","1595604264","Suillia convergens","Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Heleomyzidae","Suillia","MG473973.1",254,0,3,320,345,573,551,320,573
"7","1115442","1812758071","Trichaea pilicornis","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Crambidae","Trichaea","MK506089.1",254,0,2,320,345,573,551,320,573
"8","1134281","374939208","Nachaba sp. BioLep97","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Nachaba","JQ572455.1",254,0,3,320,345,573,551,320,573
"9","1141472","1760231659","Anopheles rufipes","Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Culicidae","Anopheles","MK586050.1",254,1,3,170,195,423,401,170,423
"10","1206071","1561759286","Simulium erythrocephalum","Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","MG894328.1",254,0,3,320,345,573,551,320,573
"11","1220273","1792266982","Hylastinus fankhauseri","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Hylastinus","MN182837.1",254,0,3,320,345,573,551,320,573
"12","1248153","1806557309","Mellicta ambigua","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Mellicta","MK252271.1",254,0,2,1812,1837,2065,2043,1812,2065
"13","1251016","1779752737","Peloribates sp. BOLD:AAD5294","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Haplozetidae","Peloribates","MN351983.1",254,0,3,320,345,573,551,320,573
"14","1251198","1783402064","Eueremaeus sp. BOLD:AAB5673","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Eremaeidae","Eueremaeus","MN347048.1",254,0,3,320,345,573,551,320,573
"15","1251321","1779752571","Malaconothrus sp. BOLD:AAM8005","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Malaconothridae","Malaconothrus","MN351900.1",254,0,3,320,345,573,551,320,573
"16","1251582","411151323","Tectocepheus sp. BOLD:AAZ4192","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Tectocepheidae","Tectocepheus","JX835305.1",254,0,2,320,345,573,551,320,573
"17","1253639","411166743","Ichneumonidae sp. BOLD:AAH1595","Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Unassigned","JX832658.1",254,0,3,319,344,572,550,319,572
"18","1256329","1624518964","Iulotrichia semiumbrata","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Iulotrichia","MK739501.1",254,0,3,276,301,529,507,276,529
"19","1261050","1608700718","Munida gracilis","Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Munididae","Munida","MK155864.1",254,0,2,297,322,550,528,297,550
"20","1271746","1044876101","Stenophylax permistus","Eukaryota","Metazoa","Arthropoda","Insecta","Trichoptera","Limnephilidae","Stenophylax","KX292492.1",254,0,3,320,345,573,551,320,573
"21","1291778","1405683255","Coenosia transiens","Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Muscidae","Coenosia","MF885932.1",254,0,3,256,281,509,487,256,509
"22","1328960","1771630154","Polytremis lubricans","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polytremis","MN199447.1",254,0,3,320,345,573,551,320,573
"23","1348418","1812385170","Ablabesmyia americana","Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Ablabesmyia","MK403747.1",254,0,3,320,345,573,551,320,573
"24","1391586","1796959519","Monolepta atrimarginata","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Monolepta","MN938379.1",254,0,3,316,341,569,547,316,569
"25","1395520","1776925148","Spondylis buprestoides","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Cerambycidae","Spondylis","MN609130.1",254,0,1,319,344,572,550,319,572
"26","1407896","702067227","Trechus tyrrhenicus","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Trechus","HG514624.1",254,0,3,78,103,331,309,78,331
"27","143013","1036392642","Gelidium crinale","Eukaryota","Unassigned","Rhodophyta","Florideophyceae","Gelidiales","Gelidiaceae","Gelidium","KU958465.1",254,0,3,294,319,547,525,294,547
