"","taxId","gi","species","superkingdom","kingdom","phylum","class","order","family","genus","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"1","1005362","1804576711","Ichthyobodo salmonis","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Unassigned","Ichthyobodonidae","Ichthyobodo","MN259577.1",559,0,1,1182,1201,1740,1723,1182,1740
"2","1041012","1625808117","Kudoa ogawai","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Kudoidae","Kudoa","MK850343.1",488,0,0,1063,1082,1550,1533,1063,1550
"3","1055549","1632313433","Tritirachium cinnamomeum","Eukaryota","Fungi","Basidiomycota","Tritirachiomycetes","Tritirachiales","Tritirachiaceae","Tritirachium","NG_064977.1",500,2,0,1116,1135,1615,1598,1116,1615
"4","1144608","1148357107","Ambohima sublima","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Ambohima","KY016630.1",498,0,1,1101,1120,1598,1581,1101,1598
"5","1150608","1148357106","Ambohima ranohira","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Ambohima","KY016629.1",498,0,1,1100,1119,1597,1580,1100,1597
"6","1150852","1148357110","Rahavavy fanivelona","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Rahavavy","KY016633.1",498,0,1,1099,1118,1596,1579,1099,1596
"7","1167876","1185663403","Incisomonas marina","Eukaryota","Unassigned","Unassigned","Bigyra","Nanomonadea","Unassigned","Incisomonas","KY980027.1",504,0,0,1069,1088,1572,1555,1069,1572
"8","1174592","1817977172","Cadlinella subornatissima","Eukaryota","Metazoa","Mollusca","Gastropoda","Nudibranchia","Chromodorididae","Cadlinella","MN224106.1",548,2,0,1132,1151,1679,1662,1132,1679
"9","1198971","1815646378","Scrippsiella bicarinata","Eukaryota","Unassigned","Unassigned","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Scrippsiella","MH497031.1",501,2,0,1080,1099,1580,1563,1080,1580
"10","1208777","400530256","Teratembia geniculata","Eukaryota","Metazoa","Arthropoda","Insecta","Embioptera","Teratembiidae","Teratembia","JQ907207.1",507,0,0,1141,1160,1647,1630,1141,1647
"11","1214568","1720620928","Diaporthe amygdali","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","MN273786.1",497,2,0,1071,1090,1567,1550,1071,1567
"12","1230096","1233820023","Euplotes dammamensis","Eukaryota","Unassigned","Ciliophora","Spirotrichea","Euplotida","Euplotidae","Euplotes","KX516715.1",500,0,0,987,1006,1486,1469,987,1486
"13","125367","1708294765","Uncinaria stenocephala","Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Uncinaria","MN218457.1",495,0,1,1018,1037,1512,1495,1018,1512
"14","1313328","1561368661","Clitaetra irenae","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Nephilidae","Clitaetra","MK426086.1",524,0,0,541,560,1064,1047,541,1064
"15","1343517","1477937102","Chalastonepsia orientalis","Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Mycetophilidae","Chalastonepsia","MH114210.1",609,0,1,1183,1202,1791,1774,1183,1791
"16","1354334","1729494257","Unicapsula andersenae","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Trilosporidae","Unicapsula","LC474126.1",487,0,0,1095,1114,1581,1564,1095,1581
"17","1354335","1729494259","Unicapsula pyramidata","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Trilosporidae","Unicapsula","LC474128.1",488,0,0,1077,1096,1564,1547,1077,1564
"18","1391899","542129722","Platyxantha sp. BMNH 846582","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Platyxantha","KC185848.1",554,0,0,1159,1178,1712,1695,1159,1712
"19","1450334","1418360076","Kudoa hexapunctata","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Kudoidae","Kudoa","LC381991.1",488,2,0,1088,1107,1575,1558,1088,1575
"20","1470016","1632313561","Aspergillus salinarus","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","NG_065105.1",498,2,0,1124,1143,1621,1604,1124,1621
"21","147275","114152667","Taxus wallichiana","Eukaryota","Viridiplantae","Streptophyta","Pinopsida","Cupressales","Taxaceae","Taxus","DQ888592.1",503,0,0,1101,1120,1603,1586,1101,1603
"22","1542158","946578699","Hydraena californica","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Hydraenidae","Hydraena","KP419126.1",554,0,0,1165,1184,1718,1701,1165,1718
"23","157644","13752237","Euglena sp. CRRdV","Eukaryota","Unassigned","Euglenozoa","Euglenida","Euglenales","Euglenaceae","Euglena","AY029278.1",620,0,1,1676,1695,2295,2278,1676,2295
"24","1581338","1812398533","Dianemobius csikii","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Gryllidae","Dianemobius","MT107738.1",507,0,1,10,29,516,499,10,516
"25","1581339","1812398536","Dianemobius fascipes","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Gryllidae","Dianemobius","MT107741.1",508,0,1,10,29,517,500,10,517
"26","1581340","1812398565","Pteronemobius yezoensis","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Gryllidae","Pteronemobius","MT107770.1",508,0,1,10,29,517,500,10,517
"27","1588043","1580977260","Aspergillus neoflavipes","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","MK564719.1",498,2,0,1005,1024,1502,1485,1005,1502
"28","158826","15042736","Astasia sp. ASW08097","Eukaryota","Unassigned","Euglenozoa","Euglenida","Rhabdomonadales","Astasiidae","Astasia","AF283307.1",692,0,1,2294,2313,2985,2968,2294,2985
"29","1617811","1418360083","Kudoa igami","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Kudoidae","Kudoa","LC381998.1",488,2,0,1088,1107,1575,1558,1088,1575
"30","1630118","1632313519","Corynelia africana","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Coryneliales","Coryneliaceae","Corynelia","NG_065063.1",498,2,0,1094,1113,1591,1574,1094,1591
"31","1630119","1632313520","Corynelia fructigena","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Coryneliales","Coryneliaceae","Corynelia","NG_065064.1",498,2,0,1094,1113,1591,1574,1094,1591
"32","1634099","807014004","Argizala brasilensis","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Gryllidae","Argizala","KM853314.1",510,0,1,1275,1294,1784,1767,1275,1784
"33","1649338","1739643192","Dictyocaulus cervi","Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Dictyocaulidae","Dictyocaulus","MN448405.1",507,0,1,1022,1041,1528,1511,1022,1528
"34","168159","1694443717","Cantharellus cascadensis","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus","NG_065538.1",525,2,0,1115,1134,1639,1622,1115,1639
"35","1699097","1594610516","Parahaemoproteus sp.","Eukaryota","Unassigned","Apicomplexa","Aconoidasida","Haemosporida","Haemoproteidae","Parahaemoproteus","MK650721.1",704,0,1,1266,1285,1969,1952,1266,1969
"36","1737640","1649272094","Trypanosomatidae sp.","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","Unassigned","MK929408.1",571,0,1,1485,1504,2055,2038,1485,2055
"37","176275","1815651793","Beauveria bassiana","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","MN494090.1",497,2,0,1140,1159,1636,1619,1140,1636
"38","1767249","962094740","Oecanthus sp. Com","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Gryllidae","Oecanthus","KR904056.1",511,0,1,10,29,520,503,10,520
"39","1767985","962094804","Homoeoxipha cf. lycoides ICCM-2015","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Gryllidae","Homoeoxipha","KR904120.1",510,0,1,10,29,519,502,10,519
"40","181202","30691141","Distigma gracile","Eukaryota","Unassigned","Euglenozoa","Euglenida","Rhabdomonadales","Distigmidae","Distigma","AY061997.1",801,0,1,2419,2438,3219,3202,2419,3219
"41","181203","37542665","Distigma sennii","Eukaryota","Unassigned","Euglenozoa","Euglenida","Rhabdomonadales","Distigmidae","Distigma","AY062001.1",720,0,1,3622,3641,4341,4324,3622,4341
"42","182985","30725250","Distigma elegans","Eukaryota","Unassigned","Euglenozoa","Euglenida","Rhabdomonadales","Distigmidae","Distigma","AF386643.1",681,0,1,3096,3115,3776,3759,3096,3776
"43","186124","18766083","Paratettix toltecus","Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Tetrigidae","Paratettix","AF423791.1",506,0,0,1233,1252,1738,1721,1233,1738
"44","186755","30725241","Astasia torta","Eukaryota","Unassigned","Euglenozoa","Euglenida","Rhabdomonadales","Astasiidae","Astasia","AF403152.1",708,0,1,2085,2104,2792,2775,2085,2792
"45","1873229","1375517780","Mucoromycotina sp.","Eukaryota","Fungi","Mucoromycota","Unassigned","Unassigned","Unassigned","Unassigned","MH174470.1",500,0,0,1032,1051,1531,1514,1032,1531
"46","189337","20799868","Euglena cf. mutabilis","Eukaryota","Unassigned","Euglenozoa","Euglenida","Euglenales","Euglenaceae","Euglena","AY082988.1",627,0,1,1735,1754,2361,2344,1735,2361
"47","1906845","1694422636","Blastocrithidia sp.","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","Blastocrithidia","MK395374.1",565,0,1,1590,1609,2154,2137,1590,2154
"48","1909164","1098283543","Kudoa empressmichikoae","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Kudoidae","Kudoa","LC190927.1",488,2,0,1087,1106,1574,1557,1087,1574
"49","1928706","1815405437","Sporobolomyces sp.","Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","MN180193.1",500,2,0,1093,1112,1592,1575,1093,1592
"50","1956438","1148356936","Gallieniella mygaloides","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Gallieniellidae","Gallieniella","KY016459.1",497,0,0,735,754,1231,1214,735,1231
