"","taxId","gi","species","superkingdom","kingdom","phylum","class","order","family","genus","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"1","101201","1359487592","Trichoderma asperellum","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","NC_037075.1",365,4,0,19217,19242,19581,19556,19217,19581
"2","1032455","696128725","Delphacodes kuscheli","Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Delphacidae","Delphacodes","KF833305.1",365,4,1,13,38,377,352,13,377
"3","1035643","338228354","Tsitsikamma favus","Eukaryota","Metazoa","Porifera","Demospongiae","Poecilosclerida","Latrunculiidae","Tsitsikamma","JF930154.1",365,4,0,320,345,684,659,320,684
"4","1043183","1776944737","Colpomenia claytoniae","Eukaryota","Unassigned","Unassigned","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Colpomenia","LC471304.1",365,2,4,323,348,687,662,323,687
"5","1050854","299892440","Odontotermes sp. 1 SC-2011","Eukaryota","Metazoa","Arthropoda","Insecta","Blattodea","Termitidae","Odontotermes","GU254079.1",365,4,0,286,311,650,625,286,650
"6","105251","6118263","Taphrorychus bicolor","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Taphrorychus","AF187115.1",365,3,0,94,119,458,433,94,458
"7","1078519","378924579","Thais sacella","Eukaryota","Metazoa","Mollusca","Gastropoda","Neogastropoda","Muricidae","Thais","HE584337.1",365,4,1,320,345,684,659,320,684
"8","1086193","1815521374","Barbourion lemaii","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Barbourion","MK804154.1",365,4,1,1820,1845,2184,2159,1820,2184
"9","1091379","1134613565","Cryptocephalus rugicollis","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","KX943437.1",365,2,4,1813,1838,2177,2152,1813,2177
"10","1094323","1200755594","Caenorhabditis virilis","Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Rhabditidae","Caenorhabditis","KY552905.1",362,4,1,8216,8241,8577,8552,8216,8577
"11","1105325","1820416623","Cordyceps confragosa","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","MN904747.1",365,4,2,14145,14170,14509,14484,14145,14509
"12","111554","1811400722","Bactrurus brachycaudus","Eukaryota","Metazoa","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae","Bactrurus","MN175619.1",365,4,2,361,386,725,700,361,725
"13","1135985","373502520","Neoleptoneta sp. undet. JL-2011","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Leptonetidae","Neoleptoneta","JN378164.1",365,4,0,83,108,447,422,83,447
"14","1155787","1143565896","Tetrastes bonasia","Eukaryota","Metazoa","Chordata","Aves","Galliformes","Phasianidae","Tetrastes","KY411600.1",365,4,2,6906,6931,7270,7245,6906,7270
"15","1164853","1769125986","Babesia sp. Dunhuang","Eukaryota","Unassigned","Apicomplexa","Aconoidasida","Piroplasmida","Babesiidae","Babesia","MK962314.1",359,3,2,402,427,760,735,402,760
"16","117018","1488177610","Asterophora parasitica","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Asterophora","NC_039439.1",365,2,4,400,425,764,739,400,764
"17","1173323","870811946","Stygobromus tenuis","Eukaryota","Metazoa","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae","Stygobromus","KP693695.1",365,4,1,361,386,725,700,361,725
"18","1175383","1092392287","Dasymutilla sackenii","Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Mutillidae","Dasymutilla","KU991706.1",365,4,0,118,143,482,457,118,482
"19","117820","1693299050","Spizellomyces sp. 'palustris'","Eukaryota","Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","NC_042879.1",2541,3,2,61409,61384,58869,58894,58869,61409
"20","1194262","390606673","Blennocampa phyllocolpa","Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Blennocampa","JX090774.1",365,0,4,85,110,449,424,85,449
"21","119746","1707502643","Scolopsis ciliata","Eukaryota","Metazoa","Chordata","Actinopteri","Spariformes","Nemipteridae","Scolopsis","NC_043917.1",365,4,1,5930,5955,6294,6269,5930,6294
"22","1199001","1559958069","Placochilus seladonicus","Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Miridae","Placochilus","MH737731.1",365,4,2,317,342,681,656,317,681
"23","1205820","554518564","Macropicola ocydromi","Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Chabertiidae","Macropicola","KF361320.1",362,0,4,391,416,752,727,391,752
"24","121832","1747874906","Blastopsylla occidentalis","Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Aphalaridae","Blastopsylla","MN272145.1",365,2,4,127,152,491,466,127,491
"25","1218666","1406948775","Tryella crassa","Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadidae","Tryella","MG737759.1",365,2,4,1789,1814,2153,2128,1789,2153
"26","1233094","329756973","Pacifiphantes magnificus","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Linyphiidae","Pacifiphantes","JF416294.1",365,4,1,280,305,644,619,280,644
"27","1238406","425916809","Ricinoides cf. karschii DNA104743","Eukaryota","Metazoa","Arthropoda","Arachnida","Ricinulei","Ricinoididae","Ricinoides","JX951414.1",365,4,1,279,304,643,618,279,643
"28","1238407","425916817","Ricinoides cf. karschii DNA104747","Eukaryota","Metazoa","Arthropoda","Arachnida","Ricinulei","Ricinoididae","Ricinoides","JX951418.1",365,4,1,277,302,641,616,277,641
"29","1258637","1015633682","Astrochlamys sol","Eukaryota","Metazoa","Echinodermata","Ophiuroidea","Euryalida","Gorgonocephalidae","Astrochlamys","KU895100.1",365,1,3,364,389,728,703,364,728
"30","1261274","574450911","Anomala cupricollis","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Anomala","KF738039.1",365,4,1,320,345,684,659,320,684
"31","1261279","927544170","Cyclocephala brevis","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Cyclocephala","KR028090.1",365,4,1,103,128,467,442,103,467
"32","126375","1557024903","Oryzias mekongensis","Eukaryota","Metazoa","Chordata","Actinopteri","Beloniformes","Adrianichthyidae","Oryzias","MK156204.1",365,4,1,353,378,717,692,353,717
"33","1264661","1695712164","Chamberlainia hainesiana","Eukaryota","Metazoa","Mollusca","Bivalvia","Unionida","Unionidae","Chamberlainia","MK994771.1",365,4,1,358,383,722,697,358,722
"34","1271529","823327639","Babesia cf. microti MES-2012","Eukaryota","Unassigned","Apicomplexa","Aconoidasida","Piroplasmida","Babesiidae","Babesia","KC207827.2",359,1,4,330,355,688,663,330,688
"35","1276441","451767838","Hediocoris sp. 00001528","Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Reduviidae","Hediocoris","JQ888615.1",365,4,0,329,354,693,668,329,693
"36","1276465","451767886","Notocyrtus sp. 0004181","Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Reduviidae","Notocyrtus","JQ888639.1",365,4,0,329,354,693,668,329,693
"37","1281974","1595555093","Proasellus granadensis","Eukaryota","Metazoa","Arthropoda","Malacostraca","Isopoda","Asellidae","Proasellus","LR536611.1",365,4,1,8090,8115,8454,8429,8090,8454
"38","128442","1216650027","Talaromyces pinophilus","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","CP017352.1",365,3,2,24738,24713,24374,24399,24374,24738
"39","12966","1049328764","Bathymodiolus thermophilus","Eukaryota","Metazoa","Mollusca","Bivalvia","Mytiloida","Mytilidae","Bathymodiolus","KU597627.1",365,4,1,358,383,722,697,358,722
"40","1305807","1819290718","Bufotes zamdaensis","Eukaryota","Metazoa","Chordata","Amphibia","Anura","Bufonidae","Bufotes","NC_046047.1",365,4,2,5903,5928,6267,6242,5903,6267
"41","13123","1608699780","Lymantria dispar","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Lymantriidae","Lymantria","MK041887.1",365,4,1,374,399,738,713,374,738
"42","1317321","480317516","Mexigonus cf. minutus Ecuador","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Salticidae","Mexigonus","KC615748.1",365,4,1,31,56,395,370,31,395
"43","1339098","1321667285","Strandesia velhoi","Eukaryota","Metazoa","Arthropoda","Ostracoda","Podocopida","Cyprididae","Strandesia","MG747231.1",365,3,1,253,278,617,592,253,617
"44","1342010","1109499036","Exapion compactum","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Brentidae","Exapion","KY084048.1",365,2,4,319,344,683,658,319,683
"45","1342098","1109499093","Protapion laevicolle","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Brentidae","Protapion","KY084076.1",365,4,2,286,311,650,625,286,650
"46","1342173","822606857","Caulophilus oryzae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Caulophilus","KP410256.1",365,4,1,76,101,440,415,76,440
"47","135283","1791079874","Podosphaera xanthii","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Podosphaera","MK674497.1",365,4,2,12496,12521,12860,12835,12496,12860
"48","13555","325300997","Haemadipsa sylvestris","Eukaryota","Metazoa","Annelida","Clitellata","Hirudinida","Haemadipsidae","Haemadipsa","HQ203175.1",365,1,4,346,371,710,685,346,710
"49","1369825","1475983088","Lymantria postalba","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Lymantriidae","Lymantria","MH388826.1",365,4,2,11085,11060,10721,10746,10721,11085
"50","1382562","1216496120","Cladiella australis","Eukaryota","Metazoa","Cnidaria","Anthozoa","Alcyonacea","Alcyoniidae","Cladiella","KX430066.1",365,4,1,552,577,916,891,552,916
"51","1382564","1216496114","Cladiella kashmani","Eukaryota","Metazoa","Cnidaria","Anthozoa","Alcyonacea","Alcyoniidae","Cladiella","KX430064.1",365,4,1,555,580,919,894,555,919
"52","1384934","1690528679","Monophadnoides ruficruris","Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Monophadnoides","MK561871.1",365,1,3,329,354,693,668,329,693
"53","1399339","1714603991","Virgularia mirabilis","Eukaryota","Metazoa","Cnidaria","Anthozoa","Pennatulacea","Virgulariidae","Virgularia","NC_044091.1",365,3,2,475,500,839,814,475,839
"54","1401930","1194589356","Papilio iswara","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","KX557514.1",365,4,1,216,241,580,555,216,580
"55","1418209","1387838478","Sterropristes violaceus","Eukaryota","Metazoa","Arthropoda","Chilopoda","Scolopendromorpha","Scolopendridae","Sterropristes","MF167839.1",365,4,2,331,356,695,670,331,695
"56","1425553","1134614377","Cryptocephalus lividimanus","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","KX943495.1",365,3,1,1847,1872,2211,2186,1847,2211
"57","1439728","568218561","Loxosceles aff. rufescens Anti-Atlas","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Sicariidae","Loxosceles","KF716996.1",365,3,0,232,257,596,571,232,596
"58","1440826","569556440","Bourguyia albiornata","Eukaryota","Metazoa","Arthropoda","Arachnida","Opiliones","Gonyleptidae","Bourguyia","KF726816.1",362,4,1,244,269,605,580,244,605
"59","1443144","1583105587","Paravannella minima","Eukaryota","Unassigned","Discosea","Flabellinia","Unassigned","Vannellidae","Paravannella","NC_040955.1",365,4,1,42888,42913,43252,43227,42888,43252
"60","1446084","574450925","Callistethus schneideri","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Callistethus","KF738046.1",365,4,1,276,301,640,615,276,640
"61","146134","1812102048","Eospalax fontanierii","Eukaryota","Metazoa","Chordata","Mammalia","Rodentia","Spalacidae","Eospalax","NC_045904.1",365,4,1,5686,5711,6050,6025,5686,6050
"62","1469294","1815653389","Truncaudum agnatum","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Truncaudum","MN620006.1",365,4,1,306,331,670,645,306,670
"63","148819","320130082","Scapharca broughtonii","Eukaryota","Metazoa","Mollusca","Bivalvia","Arcoida","Arcidae","Scapharca","HQ258856.1",365,3,1,86,111,450,425,86,450
"64","1499391","1773428025","Mastophorus muris","Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Spirocercidae","Mastophorus","MK867480.1",362,4,2,70,95,431,406,70,431
"65","1529422","670801246","Comatula solaris","Eukaryota","Metazoa","Echinodermata","Crinoidea","Comatulida","Comatulidae","Comatula","KJ875011.1",365,3,0,295,320,659,634,295,659
"66","153009","1356685125","Onchocerca lupi","Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Onchocercidae","Onchocerca","MF464462.1",362,4,2,128,153,489,464,128,489
"67","1548448","1735523097","Nothobranchius ruudwildekampi","Eukaryota","Metazoa","Chordata","Actinopteri","Cyprinodontiformes","Nothobranchiidae","Nothobranchius","MN099882.1",365,4,1,349,374,713,688,349,713
"68","1550877","1815405451","Heligmosomoides americanus","Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Heligmosomatidae","Heligmosomoides","MT122764.1",362,3,2,87,112,448,423,87,448
"69","1561166","1016562040","Coptotermes acinaciformis","Eukaryota","Metazoa","Arthropoda","Insecta","Blattodea","Rhinotermitidae","Coptotermes","KU925197.1",365,4,2,1844,1869,2208,2183,1844,2208
"70","1569095","756619170","Contacyphon sp. Neusiedlersee","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Scirtidae","Contacyphon","KM376543.1",365,4,1,116,141,480,455,116,480
"71","1577200","1678642720","Antilochus coquebertii","Eukaryota","Metazoa","Arthropoda","Insecta","Hemiptera","Pyrrhocoridae","Antilochus","NC_042441.1",365,4,1,1739,1764,2103,2078,1739,2103
"72","1580745","756794301","Pachyschelus cupricauda","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Buprestidae","Pachyschelus","KM364329.1",365,4,1,66,91,430,405,66,430
"73","1588069","1811916518","Salina celebensis","Eukaryota","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Paronellidae","Salina","MK409685.1",365,4,2,1745,1770,2109,2084,1745,2109
"74","158815","1059063756","Terrapene coahuila","Eukaryota","Metazoa","Chordata","Unassigned","Testudines","Emydidae","Terrapene","KX559040.1",365,4,2,286,311,650,625,286,650
"75","1604404","749933604","Austropurcellia sharmai","Eukaryota","Metazoa","Arthropoda","Arachnida","Opiliones","Pettalidae","Austropurcellia","KJ796978.1",365,1,4,334,359,698,673,334,698
