"","taxId","gi","species","superkingdom","kingdom","phylum","class","order","family","genus","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"1","1008951","1825537610","Trailliaedoxa gracilis","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Trailliaedoxa","MK607947.1",371,0,0,130,151,500,484,130,500
"2","1008953","329754542","Oophila amblystomatis","Eukaryota","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Oophila","HM590634.1",366,0,0,6,27,371,355,6,371
"3","1008956","1825537558","Bertiera longithyrsa","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Bertiera","MK607895.1",371,0,0,130,151,500,484,130,500
"4","1043739","336245465","Paracercomonas sp. HFCC 911","Eukaryota","Unassigned","Cercozoa","Unassigned","Cercomonadida","Cercomonadidae","Paracercomonas","HM536156.1",369,0,0,30,51,398,382,30,398
"5","1043741","336245467","Paracercomonas proboscata","Eukaryota","Unassigned","Cercozoa","Unassigned","Cercomonadida","Cercomonadidae","Paracercomonas","HM536158.1",369,0,0,17,38,385,369,17,385
"6","1043743","336245469","Paracercomonas kruegeri","Eukaryota","Unassigned","Cercozoa","Unassigned","Cercomonadida","Cercomonadidae","Paracercomonas","HM536160.1",368,0,0,15,36,382,366,15,382
"7","1043744","336245470","Paracercomonas sp. HFCC 916","Eukaryota","Unassigned","Cercozoa","Unassigned","Cercomonadida","Cercomonadidae","Paracercomonas","HM536161.1",368,0,0,14,35,381,365,14,381
"8","1043745","336245471","Paracercomonas sp. HFCC 917","Eukaryota","Unassigned","Cercozoa","Unassigned","Cercomonadida","Cercomonadidae","Paracercomonas","HM536162.1",368,0,0,18,39,385,369,18,385
"9","110689","1825537562","Colletoecema dewevrei","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Colletoecema","MK607899.1",371,0,0,130,151,500,484,130,500
"10","111886","1810187180","Aphantopus hyperantus","Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aphantopus","LR761675.1",388,0,0,5077548,5077569,5077935,5077919,5077548,5077935
