"","taxId","gi","species","superkingdom","kingdom","phylum","class","order","family","genus","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"1","1001634","514243057","Leptomonas tenua","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","Leptomonas","KF054114.1",566,0,1,1473,1492,2038,2021,1473,2038
"2","1004391","1475918865","Caulerpa cliftonii","Eukaryota","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","MH894182.1",491,0,0,571,590,1061,1044,571,1061
"3","1005362","1804576707","Ichthyobodo salmonis","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Unassigned","Ichthyobodonidae","Ichthyobodo","MN259573.1",559,0,1,1192,1211,1750,1733,1192,1750
"4","1007615","329790858","Myxosporea cf. Unicapsula sp. EP-1","Eukaryota","Metazoa","Cnidaria","Myxozoa","Unassigned","Unassigned","Unassigned","AB626096.1",487,0,0,469,488,955,938,469,955
"5","1008951","1825537610","Trailliaedoxa gracilis","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Trailliaedoxa","MK607947.1",501,0,0,1248,1267,1748,1731,1248,1748
"6","1008956","1825537558","Bertiera longithyrsa","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Bertiera","MK607895.1",501,0,0,1248,1267,1748,1731,1248,1748
"7","102167","1767162948","Cylindrocystis brebissonii","Eukaryota","Viridiplantae","Streptophyta","Zygnemophyceae","Zygnematales","Mesotaeniaceae","Cylindrocystis","MN585755.1",503,2,0,1163,1182,1665,1648,1163,1665
"8","102713","1778223067","Sarcocystis suihominis","Eukaryota","Unassigned","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Sarcocystis","MK867455.1",512,2,0,1211,1230,1722,1705,1211,1722
"9","102908","29466173","Phacus pleuronectes","Eukaryota","Unassigned","Euglenozoa","Euglenida","Euglenales","Phacaceae","Phacus","AJ532473.1",570,0,1,1498,1517,2067,2050,1498,2067
"10","103340","944273557","Trachelomonas volvocina","Eukaryota","Unassigned","Euglenozoa","Euglenida","Euglenales","Euglenaceae","Trachelomonas","KT304892.1",572,0,1,1455,1474,2026,2009,1455,2026
"11","103348","1109545901","Collozoum pelagicum","Eukaryota","Unassigned","Unassigned","Polycystinea","Collodaria","Sphaerozoidae","Collozoum","KY263819.1",502,2,0,51,70,552,535,51,552
"12","1037967","557790078","Azumiobodo hoyamushi","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Neobodonida","Unassigned","Azumiobodo","KF479402.1",568,0,1,1428,1447,1995,1978,1428,1995
"13","1041012","1137165802","Kudoa ogawai","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Kudoidae","Kudoa","KX163082.1",488,0,0,1105,1124,1592,1575,1105,1592
"14","1055549","1632313433","Tritirachium cinnamomeum","Eukaryota","Fungi","Basidiomycota","Tritirachiomycetes","Tritirachiales","Tritirachiaceae","Tritirachium","NG_064977.1",500,0,0,1116,1135,1615,1598,1116,1615
"15","1073329","1503120273","Knufia endospora","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","NG_062152.1",499,0,0,1071,1090,1569,1552,1071,1569
"16","1074010","343176098","Perkinsiella-like sp. PLO/DE4A","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Eubodonida","Bodonidae","Unassigned","HQ132931.1",535,0,1,1305,1324,1839,1822,1305,1839
"17","1077154","343915513","Perkinsela-like organism AK-2011","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Eubodonida","Bodonidae","Unassigned","JN202437.1",554,0,1,1272,1291,1825,1808,1272,1825
"18","1077315","1353857484","Phomopsis mali","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","Phomopsis","MH015248.1",497,0,0,1075,1094,1571,1554,1075,1571
"19","108465","109390569","Amidostomum cygni","Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Amidostomatidae","Amidostomum","AJ920353.1",495,0,1,1085,1104,1579,1562,1085,1579
"20","108468","109390570","Filarinema flagrifer","Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Trichostrongylidae","Filarinema","AJ920354.1",495,0,1,1087,1106,1581,1564,1087,1581
"21","1091204","348605590","Trichoniscus pygmaeus","Eukaryota","Metazoa","Arthropoda","Malacostraca","Isopoda","Trichoniscidae","Trichoniscus","JN232937.1",692,0,1,1608,1627,2299,2282,1608,2299
"22","1096718","1527625910","Aspergillus cremeus","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","MK250866.1",498,0,0,1079,1098,1576,1559,1079,1576
"23","110120","1496320648","Hepatozoon canis","Eukaryota","Unassigned","Apicomplexa","Conoidasida","Eucoccidiorida","Hepatozoidae","Hepatozoon","MK091092.1",554,2,0,1167,1186,1720,1703,1167,1720
"24","1101367","354469742","Leptomonas rigidus","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","Leptomonas","JN582047.1",563,0,1,1439,1458,2001,1984,1439,2001
"25","110689","1825537562","Colletoecema dewevrei","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Colletoecema","MK607899.1",501,0,0,1249,1268,1749,1732,1249,1749
"26","1131521","374723280","Plakarthrium typicum","Eukaryota","Metazoa","Arthropoda","Malacostraca","Isopoda","Plakarthriidae","Plakarthrium","JF699517.1",691,0,0,1624,1643,2314,2297,1624,2314
"27","1134495","514243056","Herpetomonas nabiculae","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","Herpetomonas","KF054113.1",568,0,1,1486,1505,2053,2036,1486,2053
"28","1134596","1112916357","Kudoa neothunni","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Kudoidae","Kudoa","LC200484.1",488,0,0,1088,1107,1575,1558,1088,1575
"29","1134597","373432246","Kudoa scomberi","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Kudoidae","Kudoa","AB693044.1",491,0,0,1148,1167,1638,1621,1148,1638
"30","1141916","374706266","Eimeria pavonina","Eukaryota","Unassigned","Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Eimeria","JN596589.1",499,0,1,1129,1148,1627,1610,1129,1627
"31","1144608","1148357107","Ambohima sublima","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Ambohima","KY016630.1",498,0,1,1101,1120,1598,1581,1101,1598
"32","1150602","378407034","Goeldia sp. 1 HMW-2012","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Titanoecidae","Goeldia","JF411152.1",498,0,1,218,237,715,698,218,715
"33","1150604","378407042","Ambohima andrefana","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Ambohima","JF411160.1",498,0,1,1105,1124,1602,1585,1105,1602
"34","1150606","378407056","Ambohima avaratra","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Ambohima","JF411174.1",498,0,1,1105,1124,1602,1585,1105,1602
"35","1150607","378407040","Ambohima maizina","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Ambohima","JF411158.1",498,0,1,916,935,1413,1396,916,1413
"36","1150608","1148357106","Ambohima ranohira","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Ambohima","KY016629.1",498,0,1,1100,1119,1597,1580,1100,1597
"37","1150611","378407041","Ambohima zoky","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Ambohima","JF411159.1",498,0,1,893,912,1390,1373,893,1390
"38","1150851","378407066","Manampoka atsimo","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Manampoka","JF411184.1",498,0,1,968,987,1465,1448,968,1465
"39","1150852","1148357110","Rahavavy fanivelona","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Rahavavy","KY016633.1",498,0,1,1099,1118,1596,1579,1099,1596
"40","1150853","378407060","Rahavavy ida","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Rahavavy","JF411178.1",498,0,1,1105,1124,1602,1585,1105,1602
"41","1150854","378407063","Rahavavy malagasyana","Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Phyxelididae","Rahavavy","JF411181.1",498,0,1,1090,1109,1587,1570,1090,1587
"42","1163781","380746805","Kudoa lemniscati","Eukaryota","Metazoa","Cnidaria","Myxozoa","Multivalvulida","Kudoidae","Kudoa","JQ026222.1",488,0,0,1028,1047,1515,1498,1028,1515
"43","1167876","1185663403","Incisomonas marina","Eukaryota","Unassigned","Unassigned","Bigyra","Nanomonadea","Unassigned","Incisomonas","KY980027.1",504,0,0,1069,1088,1572,1555,1069,1572
"44","1170239","1278942877","Caulerpa macrodisca","Eukaryota","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","KY387611.1",604,0,0,1114,1133,1717,1700,1114,1717
"45","1174592","1817977172","Cadlinella subornatissima","Eukaryota","Metazoa","Mollusca","Gastropoda","Nudibranchia","Chromodorididae","Cadlinella","MN224106.1",548,0,0,1132,1151,1679,1662,1132,1679
"46","118003","402770471","Cyclidiopsis acus","Eukaryota","Unassigned","Euglenozoa","Euglenida","Rhabdomonadales","Astasiidae","Cyclidiopsis","JQ681752.1",625,0,1,1615,1634,2239,2222,1615,2239
"47","118222","1475918875","Halimeda discoidea","Eukaryota","Viridiplantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","MH894192.1",491,0,0,573,592,1063,1046,573,1063
"48","1183321","387170622","Ichthyobodo sp. IV TEI-2012","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Unassigned","Ichthyobodonidae","Ichthyobodo","JQ613349.1",558,0,1,1174,1193,1731,1714,1174,1731
"49","1183323","387170632","Ichthyobodo sp. XII TEI-2012","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Unassigned","Ichthyobodonidae","Ichthyobodo","JQ613359.1",558,0,1,1183,1202,1740,1723,1183,1740
"50","1183324","387170625","Ichthyobodo sp. XIII TEI-2012","Eukaryota","Unassigned","Euglenozoa","Kinetoplastea","Unassigned","Ichthyobodonidae","Ichthyobodo","JQ613352.1",560,0,1,1186,1205,1745,1728,1186,1745
"51","1188009","944273488","Euglena pseudostellata","Eukaryota","Unassigned","Euglenozoa","Euglenida","Euglenales","Euglenaceae","Euglena","KT304823.1",608,0,1,1497,1516,2104,2087,1497,2104
"52","119574","525052262","Tetradesmus dimorphus","Eukaryota","Viridiplantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Tetradesmus","KC790431.1",497,0,0,117,136,613,596,117,613
