"","taxId","gi","species","superkingdom","kingdom","phylum","class","order","family","genus","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
"1","100036","1784864699","Splanchnonema platani","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unassigned","Splanchnonema","MN833926.1",338,0,0,299,316,636,617,299,636
"2","100170","1402410274","Pterocarpus indicus","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Pterocarpus","MH487677.1",403,1,0,299,316,701,682,299,701
"3","1004502","1811713010","Amanita hesleri","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","MT036486.1",379,0,0,224,241,602,583,224,602
"4","1004504","1827390596","Amanita luteolovelata","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","MT229870.1",389,0,0,303,320,691,672,303,691
"5","1004518","1559671073","Amanita congolensis","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","MK327255.1",385,0,0,291,308,675,656,291,675
"6","1004520","1827390603","Amanita smithiana","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","MT229874.1",383,0,0,292,309,674,655,292,674
"7","1008951","1825537610","Trailliaedoxa gracilis","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Trailliaedoxa","MK607947.1",395,1,0,2174,2191,2568,2549,2174,2568
"8","1008956","1825537558","Bertiera longithyrsa","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Bertiera","MK607895.1",395,1,0,2183,2200,2577,2558,2183,2577
"9","100911","1779948143","Rhodosporidiobolus poonsookiae","Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","MN759030.1",392,0,0,170,187,561,542,170,561
"10","100951","1817992327","Naganishia albida","Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","MT135180.1",404,0,0,149,166,552,533,149,552
"11","101028","1531522153","Fusarium pseudograminearum","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","MK271242.1",332,1,0,156,173,487,468,156,487
"12","101162","1811636989","Bipolaris oryzae","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","MH412647.1",354,0,0,239,256,592,573,239,592
"13","101201","1752308367","Trichoderma asperellum","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","MN516469.1",357,0,0,217,234,573,554,217,573
"14","101480","1782389634","Trichophyton interdigitale","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Trichophyton","MN808775.1",365,0,0,319,336,683,664,319,683
"15","101940","1736268190","Ganoderma sessile","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","MN430930.1",381,0,0,236,253,616,597,236,616
"16","1026887","1723693127","Inonotus micantissimus","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Inonotus","MN318444.1",390,0,0,333,350,722,703,333,722
"17","1028355","1721134005","Ligustrum gracile","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Ligustrum","LR130572.1",404,1,0,2622,2639,3025,3006,2622,3025
"18","1031300","1818327609","Tubakia iowensis","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Melanconiellaceae","Tubakia","NR_165991.1",345,0,0,286,303,630,611,286,630
"19","1032915","1780004934","Cathayanthe biflora","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cathayanthe","MN759631.1",422,1,0,293,310,714,695,293,714
"20","1032964","1653971594","Anna ophiorrhizoides","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Gesneriaceae","Anna","MK747107.1",420,1,0,271,288,690,671,271,690
"21","1032967","1653971596","Loxostigma kurzii","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Gesneriaceae","Loxostigma","MK747109.1",427,1,0,271,288,697,678,271,697
"22","103378","1511293298","Porostereum spadiceum","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Porostereum","MK156152.1",381,0,0,158,175,538,519,158,538
"23","1035112","1556685355","Diutina pseudorugosa","Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unassigned","Diutina","MK394157.1",271,0,0,1571,1588,1841,1822,1571,1841
"24","1035805","1708599376","Epipactis thunbergii","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Epipactis","MN221400.1",433,1,0,5033,5050,5465,5446,5033,5465
"25","1036751","1780216038","Gliomastix polychroma","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Gliomastix","MN782423.1",362,0,0,239,256,600,581,239,600
"26","1041604","1818327571","[Candida] pseudoflosculorum","Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","NR_165968.1",255,0,0,207,224,461,442,207,461
"27","104259","1655482993","Penicillium brasilianum","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","MK952207.1",352,0,0,215,232,566,547,215,566
"28","104261","1735343699","Penicillium pulvillorum","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","MK450709.1",350,0,0,238,255,587,568,238,587
"29","104262","1655483393","Penicillium skrjabinii","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","MK952429.1",351,0,0,210,227,560,541,210,560
"30","104404","1785989671","Filobasidium chernovii","Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","MN848503.1",426,0,0,174,191,599,580,174,599
"31","104408","1714018530","Naganishia liquefaciens","Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","MN244413.1",404,0,0,154,171,557,538,154,557
"32","104409","1531397777","Filobasidium magnum","Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","MK268116.1",427,0,0,225,242,651,632,225,651
"33","104410","1796332804","Filobasidium oeirense","Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","MN930658.1",426,0,0,173,190,598,579,173,598
"34","104411","1558117307","Solicoccozyma phenolica","Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","MK397477.1",415,0,0,231,248,645,626,231,645
"35","104414","1558117335","Solicoccozyma terricola","Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","MK397491.1",418,0,0,228,245,645,626,228,645
"36","1044951","1409170674","Rhododendron cinnabarinum","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","MH532950.1",413,1,0,295,312,707,688,295,707
"37","1046589","1558343821","Lasiodiplodia viticola","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia","MK398249.1",343,0,0,201,218,543,524,201,543
"38","104697","1655483239","Xenochalara juniperi","Eukaryota","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Xenochalara","MK952344.1",330,0,0,196,213,525,506,196,525
"39","1047171","1810663808","Zymoseptoria tritici","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Zymoseptoria","MT072208.1",344,0,0,150,167,493,474,150,493
"40","1050263","1753091508","Fuscoporia senex","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Fuscoporia","MN523248.1",400,0,0,227,244,626,607,227,626
"41","1052096","1686064551","Cladosporium halotolerans","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","LC414352.1",334,0,0,207,224,540,521,207,540
"42","1053129","1735641975","Fusicolla violacea","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","MN427962.1",351,0,0,202,219,552,533,202,552
"43","1053158","1812413097","Microcera larvarum","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Microcera","MT107902.1",347,0,0,256,273,602,583,256,602
"44","1053263","1388021526","Volutella consors","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Volutella","MH316146.1",349,0,0,230,247,578,559,230,578
"45","1053271","1757423755","Fusarium nematophilum","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","MN540302.1",358,0,0,248,265,605,586,248,605
"46","105351","1624800031","Aspergillus awamori","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","MK841446.1",351,0,0,215,232,565,546,215,565
"47","105482","1478050906","Diaporthe vaccinii","Eukaryota","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","MH930422.1",341,0,0,258,275,598,579,258,598
"48","1056129","1735637197","Brachyalara straminea","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unassigned","Brachyalara","MK533015.1",331,0,0,751,768,1081,1062,751,1081
"49","105667","1381630634","Prunus tomentosa","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","KY749336.1",390,1,0,313,330,702,683,313,702
"50","105696","1624800043","Epicoccum nigrum","Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum","MK841458.1",340,0,0,172,189,511,492,172,511
"51","105766","1654828258","Mrakia gelida","Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","NR_163504.1",418,0,0,224,241,641,622,224,641
"52","105772","1677557049","Cystobasidium laryngis","Eukaryota","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","MN006700.1",385,0,0,123,140,507,488,123,507
"53","106010","1714018473","Sampaiozyma ingeniosa","Eukaryota","Fungi","Basidiomycota","Microbotryomycetes","Unassigned","Chrysozymaceae","Sampaiozyma","MN244363.1",398,0,0,163,180,560,541,163,560
